"identified_name","difference","accepted_name","identified_rank","accepted_rank","accepted_attr","phylum","class","order","family","genus","subgenus_name","subgenus_reso","primary_reso","species_reso","phylum_no","class_no","order_no","family_no","genus_no","subgenus_no","identified_no","accepted_no"
"Aonyx sp.","subjective synonym of","Lutra","genus","genus",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,NA,NA,33815,36651,36905,41086,41122,NA,41092,41122
"Viverridae indet.",NA,"Viverridae","family","family",NA,"Chordata","Mammalia","Carnivora","Viverridae",NA,NA,NA,NA,NA,33815,36651,36905,40997,NA,NA,40997,40997
"Lutra maculicollis","recombined as","Hydrictis maculicollis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Hydrictis",NA,NA,NA,NA,33815,36651,36905,41086,41115,NA,157464,157464
"Carnivora indet.",NA,"Carnivora","order","order",NA,"Chordata","Mammalia","Carnivora",NA,NA,NA,NA,NA,NA,33815,36651,36905,NA,NA,NA,36905,36905
"Canis sp.",NA,"Canis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,41198,41198
"Crocuta sp.",NA,"Crocuta","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta",NA,NA,NA,NA,33815,36651,36905,41020,45364,NA,45364,45364
"Mustelidae indet.",NA,"Mustelidae","family","family",NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA,NA,NA,NA,NA,33815,36651,36905,41086,NA,NA,41086,41086
"Homotherium sp.",NA,"Homotherium","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Homotherium",NA,NA,NA,NA,33815,36651,36905,41045,41056,NA,41056,41056
"Hyaenidae indet.",NA,"Hyaenidae","family","family",NA,"Chordata","Mammalia","Carnivora","Hyaenidae",NA,NA,NA,NA,NA,33815,36651,36905,41020,NA,NA,41020,41020
"Chasmaporthetes sp.",NA,"Chasmaporthetes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Chasmaporthetes",NA,NA,NA,NA,33815,36651,36905,41020,41023,NA,41023,41023
"Felidae indet.",NA,"Felidae","family","family",NA,"Chordata","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,33815,36651,36905,41045,NA,NA,41045,41045
"Dinofelis sp.",NA,"Dinofelis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Dinofelis",NA,NA,NA,NA,33815,36651,36905,41045,41052,NA,41052,41052
"Megantereon sp.",NA,"Megantereon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Megantereon",NA,NA,NA,NA,33815,36651,36905,41045,41060,NA,41060,41060
"Homiphoca capensis",NA,"Homiphoca capensis","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Homiphoca",NA,NA,NA,NA,33815,36651,36905,41186,53275,NA,72217,72216
"Parahyaena brunnea",NA,"Parahyaena brunnea","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Parahyaena",NA,NA,NA,NA,33815,36651,36905,41020,241934,NA,241935,232131
"Homiphoca capensis",NA,"Homiphoca capensis","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Homiphoca",NA,NA,NA,NA,33815,36651,36905,41186,53275,NA,72217,72216
"cf. Canis sp.",NA,"Canis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,"cf.",NA,33815,36651,36905,41189,41198,NA,41198,41198
"Felidae indet.",NA,"Felidae","family","family",NA,"Chordata","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,33815,36651,36905,41045,NA,NA,41045,41045
"Hyaenidae indet.",NA,"Hyaenidae","family","family",NA,"Chordata","Mammalia","Carnivora","Hyaenidae",NA,NA,NA,NA,NA,33815,36651,36905,41020,NA,NA,41020,41020
"Homotherium sp.",NA,"Homotherium","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Homotherium",NA,NA,NA,NA,33815,36651,36905,41045,41056,NA,41056,41056
"Vulpes sp.",NA,"Vulpes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,41248,41248
"Chasmaporthetes sp.",NA,"Chasmaporthetes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Chasmaporthetes",NA,NA,NA,NA,33815,36651,36905,41020,41023,NA,41023,41023
"Homiphoca capensis",NA,"Homiphoca capensis","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Homiphoca",NA,NA,NA,NA,33815,36651,36905,41186,53275,NA,72217,72216
"Dinofelis diastemata",NA,"Dinofelis diastemata","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Dinofelis",NA,NA,NA,NA,33815,36651,36905,41045,41052,NA,470065,470065
"Felis aff. issiodorensis","recombined as","Lynx issiodorensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Lynx",NA,NA,NA,"aff.",33815,36651,36905,41045,41058,NA,370346,370346
"Hyaena abronia","recombined as","Ikelohyaena abronia","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Ikelohyaena",NA,NA,NA,NA,33815,36651,36905,41020,264198,NA,199987,199987
"Ictitherium preforfex","species not entered","Ictitherium","species","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Ictitherium",NA,NA,NA,NA,33815,36651,36905,41020,41026,NA,41026,41026
"aff. Pseudocivetta indet.",NA,"Pseudocivetta","genus","genus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Pseudocivetta",NA,NA,"aff.",NA,33815,36651,36905,40997,41012,NA,41012,41012
"Herpestinae indet.","obsolete variant of","Herpestidae","family","family",NA,"Chordata","Mammalia","Carnivora","Herpestidae",NA,NA,NA,NA,NA,33815,36651,36905,199984,NA,NA,199984,199984
"Viverra aff. leakeyi",NA,"Viverra leakeyi","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",NA,NA,NA,"aff.",33815,36651,36905,40997,41018,NA,199983,199983
"Adcrocuta australis","species not entered","Adcrocuta","species","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Adcrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41021,NA,41021,41021
"aff. Canis brevirostris","species not entered","Canis","species","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,"aff.",NA,33815,36651,36905,41189,41198,NA,41198,41198
"Felidae indet.",NA,"Felidae","family","family",NA,"Chordata","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,33815,36651,36905,41045,NA,NA,41045,41045
"Hyaenidae indet.",NA,"Hyaenidae","family","family",NA,"Chordata","Mammalia","Carnivora","Hyaenidae",NA,NA,NA,NA,NA,33815,36651,36905,41020,NA,NA,41020,41020
"Homotherium sp.",NA,"Homotherium","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Homotherium",NA,NA,NA,NA,33815,36651,36905,41045,41056,NA,41056,41056
"Herpestes sp.",NA,"Herpestes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Herpestes",NA,NA,NA,NA,33815,36651,36905,199984,41005,NA,41005,41005
"Vulpes sp.",NA,"Vulpes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,41248,41248
"Felis issiodorensis","recombined as","Lynx issiodorensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Lynx",NA,NA,NA,NA,33815,36651,36905,41045,41058,NA,370346,370346
"Chasmaporthetes sp.",NA,"Chasmaporthetes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Chasmaporthetes",NA,NA,NA,NA,33815,36651,36905,41020,41023,NA,41023,41023
"Homiphoca capensis",NA,"Homiphoca capensis","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Homiphoca",NA,NA,NA,NA,33815,36651,36905,41186,53275,NA,72217,72216
"Dinofelis diastemata",NA,"Dinofelis diastemata","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Dinofelis",NA,NA,NA,NA,33815,36651,36905,41045,41052,NA,470065,470065
"Ictitherium preforfex","species not entered","Ictitherium","species","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Ictitherium",NA,NA,NA,NA,33815,36651,36905,41020,41026,NA,41026,41026
"Herpestinae indet.","obsolete variant of","Herpestidae","family","family",NA,"Chordata","Mammalia","Carnivora","Herpestidae",NA,NA,NA,NA,NA,33815,36651,36905,199984,NA,NA,199984,199984
"Adcrocuta australis","species not entered","Adcrocuta","species","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Adcrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41021,NA,41021,41021
"Canidae indet.",NA,"Canidae","family","family",NA,"Chordata","Mammalia","Carnivora","Canidae",NA,NA,NA,NA,NA,33815,36651,36905,41189,NA,NA,41189,41189
"aff. Pseudocivetta sp.",NA,"Pseudocivetta","genus","genus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Pseudocivetta",NA,NA,"aff.",NA,33815,36651,36905,40997,41012,NA,41012,41012
"Felis obscura","recombined as","Yoshi obscura","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Yoshi",NA,NA,NA,NA,33815,36651,36905,41045,374756,NA,199989,199989
"Canidae indet.",NA,"Canidae","family","family",NA,"Chordata","Mammalia","Carnivora","Canidae",NA,NA,NA,NA,NA,33815,36651,36905,41189,NA,NA,41189,41189
"Dinofelis sp.",NA,"Dinofelis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Dinofelis",NA,NA,NA,NA,33815,36651,36905,41045,41052,NA,41052,41052
"Viverridae indet.",NA,"Viverridae","family","family",NA,"Chordata","Mammalia","Carnivora","Viverridae",NA,NA,NA,NA,NA,33815,36651,36905,40997,NA,NA,40997,40997
"Mustelidae indet.",NA,"Mustelidae","family","family",NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA,NA,NA,NA,NA,33815,36651,36905,41086,NA,NA,41086,41086
"Ursidae indet.",NA,"Ursidae","family","family",NA,"Chordata","Mammalia","Carnivora","Ursidae",NA,NA,NA,NA,NA,33815,36651,36905,41301,NA,NA,41301,41301
"Phocidae indet.",NA,"Phocidae","family","family",NA,"Chordata","Mammalia","Carnivora","Phocidae",NA,NA,NA,NA,NA,33815,36651,36905,41186,NA,NA,41186,41186
"Enhydriodon africanus",NA,"Enhydriodon africanus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydriodon",NA,NA,NA,NA,33815,36651,36905,41086,36917,NA,159279,159279
"Felis aff. caracal","recombined as","Caracal caracal","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Caracal",NA,NA,NA,"aff.",33815,36651,36905,41045,224077,NA,224076,224076
"Hyaenidae indet.",NA,"Hyaenidae","family","family",NA,"Chordata","Mammalia","Carnivora","Hyaenidae",NA,NA,NA,NA,NA,33815,36651,36905,41020,NA,NA,41020,41020
"cf. Machairodus sp.",NA,"Machairodus","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Machairodus",NA,NA,"cf.",NA,33815,36651,36905,41045,41059,NA,41059,41059
"Homiphoca capensis",NA,"Homiphoca capensis","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Homiphoca",NA,NA,NA,NA,33815,36651,36905,41186,53275,NA,72217,72216
"Hyaena cf. namaquensis","species not entered","Hyaena","species","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Hyaena",NA,NA,NA,"cf.",33815,36651,36905,41020,41024,NA,41024,41024
"Parahyaena cf. brunnea",NA,"Parahyaena brunnea","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Parahyaena",NA,NA,NA,"cf.",33815,36651,36905,41020,241934,NA,241935,232131
"Felidae indet.",NA,"Felidae","family","family",NA,"Chordata","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,33815,36651,36905,41045,NA,NA,41045,41045
"Viverridae indet.",NA,"Viverridae","family","family",NA,"Chordata","Mammalia","Carnivora","Viverridae",NA,NA,NA,NA,NA,33815,36651,36905,40997,NA,NA,40997,40997
"Parahyaena sp.",NA,"Parahyaena","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Parahyaena",NA,NA,NA,NA,33815,36651,36905,41020,241934,NA,241934,241934
"Enhydriodon sp.",NA,"Enhydriodon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydriodon",NA,NA,NA,NA,33815,36651,36905,41086,36917,NA,36917,36917
"Dinofelis sp.",NA,"Dinofelis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Dinofelis",NA,NA,NA,NA,33815,36651,36905,41045,41052,NA,41052,41052
"Machairodontinae indet.",NA,"Machairodontinae","subfamily","subfamily",NA,"Chordata","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,33815,36651,36905,41045,NA,NA,65494,65494
"Hyaenidae indet.",NA,"Hyaenidae","family","family",NA,"Chordata","Mammalia","Carnivora","Hyaenidae",NA,NA,NA,NA,NA,33815,36651,36905,41020,NA,NA,41020,41020
"Felidae indet.",NA,"Felidae","family","family",NA,"Chordata","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,33815,36651,36905,41045,NA,NA,41045,41045
"aff. Euryboas sp.",NA,"Euryboas","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Euryboas",NA,NA,"aff.",NA,33815,36651,36905,41020,376863,NA,376863,376863
"cf. Civettictis indet.",NA,"Civettictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Civettictis",NA,NA,"cf.",NA,33815,36651,36905,40997,41001,NA,41001,41001
"Dinofelis sp.",NA,"Dinofelis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Dinofelis",NA,NA,NA,NA,33815,36651,36905,41045,41052,NA,41052,41052
"n. gen. Lokotunjailurus emageritus",NA,"Lokotunjailurus emageritus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Lokotunjailurus",NA,NA,"n. gen.",NA,33815,36651,36905,41045,374754,NA,374755,374755
"Crocuta sp.",NA,"Crocuta","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta",NA,NA,NA,NA,33815,36651,36905,41020,45364,NA,45364,45364
"cf. Pachycrocuta sp.",NA,"Pachycrocuta","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta",NA,NA,"cf.",NA,33815,36651,36905,41020,41030,NA,41030,41030
"Enhydriodon cf. campani","species not entered","Enhydriodon","species","genus",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydriodon",NA,NA,NA,"cf.",33815,36651,36905,41086,36917,NA,36917,36917
"Crocuta crocuta",NA,"Crocuta crocuta","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta",NA,NA,NA,NA,33815,36651,36905,41020,45364,NA,53881,232133
"Panthera leo",NA,"Panthera leo","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,49734,46521
"Ichneumia sp.",NA,"Ichneumia","genus","genus",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Ichneumia",NA,NA,NA,NA,33815,36651,36905,199984,72174,NA,72174,72174
"Carnivora indet.",NA,"Carnivora","order","order",NA,"Chordata","Mammalia","Carnivora",NA,NA,NA,NA,NA,NA,33815,36651,36905,NA,NA,NA,36905,36905
"Homotherium sp.",NA,"Homotherium","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Homotherium",NA,NA,NA,NA,33815,36651,36905,41045,41056,NA,41056,41056
"Pachycrocuta sp.",NA,"Pachycrocuta","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41030,NA,41030,41030
"Arctoidea indet.",NA,"Arctoidea","superfamily","superfamily",NA,"Chordata","Mammalia","Carnivora",NA,NA,NA,NA,NA,NA,33815,36651,36905,NA,NA,NA,41085,41085
"Enhydriodon cf. iluecai","species not entered","Enhydriodon","species","genus",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydriodon",NA,NA,NA,"cf.",33815,36651,36905,41086,36917,NA,36917,36917
"Atilax sp.",NA,"Atilax","genus","genus",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Atilax",NA,NA,NA,NA,33815,36651,36905,199984,40999,NA,40999,40999
"Canidae indet.",NA,"Canidae","family","family",NA,"Chordata","Mammalia","Carnivora","Canidae",NA,NA,NA,NA,NA,33815,36651,36905,41189,NA,NA,41189,41189
"Felidae indet.",NA,"Felidae","family","family",NA,"Chordata","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,33815,36651,36905,41045,NA,NA,41045,41045
"cf. Crocuta sp.",NA,"Crocuta","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta",NA,NA,"cf.",NA,33815,36651,36905,41020,45364,NA,45364,45364
"cf. Ichneumia sp.",NA,"Ichneumia","genus","genus",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Ichneumia",NA,NA,"cf.",NA,33815,36651,36905,199984,72174,NA,72174,72174
"Carnivora indet.",NA,"Carnivora","order","order",NA,"Chordata","Mammalia","Carnivora",NA,NA,NA,NA,NA,NA,33815,36651,36905,NA,NA,NA,36905,36905
"Hyaenidae indet.",NA,"Hyaenidae","family","family",NA,"Chordata","Mammalia","Carnivora","Hyaenidae",NA,NA,NA,NA,NA,33815,36651,36905,41020,NA,NA,41020,41020
"Panthera sp.",NA,"Panthera","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,41066,41066
"Enhydriodon cf. campani","species not entered","Enhydriodon","species","genus",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydriodon",NA,NA,NA,"cf.",33815,36651,36905,41086,36917,NA,36917,36917
